Species,LON,LAT
bias,130.50625,32.979167
bias,130.51875,32.979167
bias,130.51875,32.979167
bias,130.51875,32.979167
bias,130.53125,32.979167
bias,130.94375,32.945833
bias,130.95625,32.945833
bias,130.98125,32.970833
bias,130.98125,32.970833
bias,130.74375,33.020833
bias,130.74375,33.020833
bias,130.74375,33.020833
bias,130.74375,33.020833
bias,130.74375,33.020833
bias,130.74375,33.020833
bias,130.74375,33.020833
bias,130.64375,33.054167
bias,130.84375,33.0625
bias,130.84375,33.070833
bias,130.94375,33.004167
bias,130.94375,33.004167
bias,130.94375,33.004167
bias,130.96875,33.004167
bias,130.98125,33.004167
bias,130.90625,33.054167
bias,130.10625,33.0875
bias,130.03125,33.104167
bias,130.10625,33.1125
bias,130.08125,33.154167
bias,130.09375,33.1625
bias,130.53125,33.145833
bias,130.53125,33.145833
bias,130.53125,33.145833
bias,130.75625,33.104167
bias,130.78125,33.129167
bias,130.90625,33.095833
bias,130.90625,33.095833
bias,130.90625,33.095833
bias,130.90625,33.095833
bias,130.90625,33.154167
bias,130.90625,33.154167
bias,130.01875,33.1875
bias,130.75625,33.195833
bias,130.85625,33.195833
bias,130.76875,33.204167
bias,130.78125,33.204167
bias,130.89375,33.179167
bias,130.89375,33.179167
bias,130.88125,33.1875
bias,130.89375,33.1875
bias,130.89375,33.1875
bias,130.89375,33.195833
bias,130.03125,33.279167
bias,130.19375,33.304167
bias,130.21875,33.329167
bias,130.56875,33.2875
bias,130.58125,33.295833
bias,130.58125,33.295833
bias,130.83125,33.2875
bias,130.83125,33.2875
bias,130.83125,33.2875
bias,131.33125,32.679167
bias,131.29375,32.695833
bias,131.48125,32.7375
bias,131.51875,32.695833
bias,131.53125,32.695833
bias,131.53125,32.695833
bias,131.53125,32.695833
bias,131.53125,32.695833
bias,131.50625,32.704167
bias,131.50625,32.7125
bias,131.51875,32.7375
bias,131.51875,32.745833
bias,131.51875,32.745833
bias,131.51875,32.745833
bias,131.84375,32.679167
bias,131.93125,32.720833
bias,131.21875,32.820833
bias,131.25625,32.7625
bias,131.36875,32.7875
bias,131.36875,32.7875
bias,131.36875,32.7875
bias,131.36875,32.7875
bias,131.36875,32.795833
bias,131.36875,32.795833
bias,131.36875,32.795833
bias,131.36875,32.795833
bias,131.34375,32.804167
bias,131.35625,32.8125
bias,131.34375,32.820833
bias,131.34375,32.820833
bias,131.34375,32.820833
bias,131.34375,32.820833
bias,131.34375,32.820833
bias,131.34375,32.820833
bias,131.35625,32.820833
bias,131.35625,32.820833
bias,131.35625,32.820833
bias,131.36875,32.820833
bias,131.39375,32.7625
bias,131.49375,32.7625
bias,131.49375,32.7625
bias,131.49375,32.7625
bias,131.49375,32.7625
bias,131.49375,32.7625
bias,131.45625,32.770833
bias,131.46875,32.770833
bias,131.46875,32.770833
bias,131.48125,32.770833
bias,131.48125,32.770833
bias,131.49375,32.770833
bias,131.41875,32.804167
bias,131.41875,32.804167
bias,131.41875,32.804167
bias,131.41875,32.804167
bias,131.41875,32.804167
bias,131.41875,32.804167
bias,131.43125,32.804167
bias,131.48125,32.829167
bias,131.48125,32.829167
bias,131.51875,32.770833
bias,131.50625,32.779167
bias,131.51875,32.779167
bias,131.51875,32.7875
bias,131.50625,32.8125
bias,131.70625,32.795833
bias,131.86875,32.770833
bias,131.93125,32.7875
bias,131.10625,32.8625
bias,131.10625,32.870833
bias,131.08125,32.879167
bias,131.09375,32.879167
bias,131.05625,32.895833
bias,131.21875,32.870833
bias,131.15625,32.879167
bias,131.15625,32.879167
bias,131.15625,32.879167
bias,131.15625,32.879167
bias,131.48125,32.8375
bias,131.38125,32.845833
bias,131.39375,32.8625
bias,131.40625,32.8875
bias,131.50625,32.879167
bias,131.50625,32.879167
bias,131.53125,32.9125
bias,131.81875,32.8375
bias,131.81875,32.8375
bias,131.81875,32.8375
bias,131.81875,32.8375
bias,131.81875,32.8375
bias,131.81875,32.8375
bias,131.81875,32.8375
bias,131.81875,32.8375
bias,131.81875,32.8375
bias,131.18125,32.929167
bias,131.20625,32.9375
bias,131.83125,32.9375
bias,131.86875,32.9375
bias,131.75625,32.945833
bias,131.80625,32.9625
bias,131.89375,32.954167
bias,131.11875,33.029167
bias,131.23125,33.054167
bias,131.24375,33.079167
bias,131.24375,33.079167
bias,131.24375,33.079167
bias,131.24375,33.079167
bias,131.71875,33.029167
bias,131.99375,33.054167
bias,131.89375,33.070833
bias,131.18125,33.095833
bias,131.18125,33.095833
bias,131.21875,33.104167
bias,131.21875,33.104167
bias,131.28125,33.0875
bias,131.26875,33.104167
bias,131.28125,33.1125
bias,131.30625,33.1125
bias,131.29375,33.120833
bias,131.38125,33.145833
bias,131.38125,33.145833
bias,131.76875,33.0875
bias,131.85625,33.1375
bias,131.23125,33.170833
bias,131.21875,33.179167
bias,131.49375,33.220833
bias,131.55625,33.2375
bias,131.11875,33.304167
bias,131.15625,33.304167
bias,131.35625,33.254167
bias,131.36875,33.270833
bias,131.35625,33.2875
bias,131.38125,33.270833
bias,131.39375,33.270833
bias,131.41875,33.270833
bias,131.43125,33.270833
bias,131.38125,33.279167
bias,131.39375,33.279167
bias,131.39375,33.279167
bias,131.43125,33.279167
bias,131.43125,33.279167
bias,131.43125,33.279167
bias,131.43125,33.279167
bias,131.44375,33.279167
bias,131.46875,33.3125
bias,131.90625,33.2625
bias,131.90625,33.2625
bias,131.94375,33.270833
bias,132.56875,32.720833
bias,132.54375,32.729167
bias,132.54375,32.729167
bias,132.55625,32.7375
bias,132.55625,32.7375
bias,132.55625,32.7375
bias,132.96875,32.7375
bias,132.96875,32.745833
bias,132.63125,32.7625
bias,132.66875,32.779167
bias,132.66875,32.779167
bias,132.66875,32.779167
bias,132.66875,32.779167
bias,132.66875,32.779167
bias,132.74375,32.779167
bias,132.69375,32.7875
bias,132.65625,32.795833
bias,132.69375,32.804167
bias,132.69375,32.804167
bias,132.66875,32.829167
bias,132.83125,32.770833
bias,132.83125,32.770833
bias,132.95625,32.770833
bias,132.03125,32.879167
bias,132.03125,32.879167
bias,132.65625,32.8375
bias,132.70625,32.845833
bias,132.85625,32.854167
bias,132.85625,32.854167
bias,132.85625,32.854167
bias,132.04375,32.9375
bias,132.06875,32.9625
bias,132.43125,32.929167
bias,132.44375,32.9375
bias,132.44375,32.9375
bias,132.44375,32.9375
bias,132.44375,32.9375
bias,132.60625,32.945833
bias,132.54375,32.9625
bias,132.56875,32.9625
bias,132.94375,32.9625
bias,132.94375,32.979167
bias,132.94375,32.979167
bias,132.65625,33.045833
bias,132.65625,33.045833
bias,132.65625,33.045833
bias,132.65625,33.045833
bias,132.65625,33.054167
bias,132.65625,33.054167
bias,132.65625,33.054167
bias,132.66875,33.054167
bias,132.66875,33.054167
bias,132.66875,33.054167
bias,132.33125,33.104167
bias,132.33125,33.104167
bias,132.33125,33.104167
bias,132.30625,33.145833
bias,132.91875,33.145833
bias,132.91875,33.145833
bias,132.26875,33.1875
bias,132.26875,33.1875
bias,132.60625,33.1875
bias,132.60625,33.1875
bias,132.61875,33.1875
bias,132.54375,33.2375
bias,132.55625,33.2375
bias,132.68125,33.1875
bias,132.65625,33.195833
bias,132.63125,33.204167
bias,132.64375,33.204167
bias,132.65625,33.204167
bias,132.71875,33.204167
bias,132.56875,33.254167
bias,132.89375,33.2875
bias,132.95625,33.329167
bias,132.95625,33.329167
bias,132.95625,33.329167
bias,133.01875,32.720833
bias,133.01875,32.720833
bias,133.00625,32.729167
bias,133.00625,32.729167
bias,133.00625,32.7375
bias,133.00625,32.7375
bias,133.00625,32.7375
bias,133.00625,32.7375
bias,133.00625,32.7375
bias,133.00625,32.779167
bias,133.11875,33.070833
bias,133.21875,33.154167
bias,133.03125,33.3125
bias,133.03125,33.3125
bias,133.03125,33.3125
bias,133.03125,33.3125
bias,133.03125,33.3125
bias,133.03125,33.3125
bias,133.00625,33.329167
bias,133.23125,33.320833
bias,133.23125,33.320833
bias,133.25625,33.2625
bias,134.18125,33.245833
bias,134.18125,33.245833
bias,134.18125,33.245833
bias,134.18125,33.245833
bias,134.18125,33.279167
bias,134.13125,33.304167
bias,134.13125,33.304167
bias,134.13125,33.304167
bias,134.19375,33.320833
bias,139.81875,33.0875
bias,139.81875,33.0875
bias,139.79375,33.104167
bias,139.81875,33.120833
bias,139.79375,33.129167
bias,139.76875,33.1375
bias,139.76875,33.145833
bias,129.46875,33.3375
bias,129.46875,33.3375
bias,129.53125,33.370833
bias,129.96875,33.354167
bias,129.98125,33.454167
bias,129.98125,33.454167
bias,129.99375,33.470833
bias,129.99375,33.479167
bias,129.83125,33.5125
bias,129.84375,33.520833
bias,129.84375,33.520833
bias,129.85625,33.554167
bias,129.95625,33.5125
bias,129.95625,33.5125
bias,129.95625,33.5125
bias,129.95625,33.5125
bias,129.95625,33.5125
bias,129.95625,33.5125
bias,129.95625,33.520833
bias,129.95625,33.520833
bias,129.95625,33.520833
bias,129.95625,33.520833
bias,129.95625,33.520833
bias,129.95625,33.520833
bias,129.96875,33.5375
bias,129.89375,33.554167
bias,129.89375,33.554167
bias,129.85625,33.604167
bias,129.90625,33.595833
bias,129.90625,33.595833
bias,129.78125,33.754167
bias,129.68125,33.8625
bias,129.70625,33.8625
bias,129.75625,33.8375
bias,129.75625,33.8375
bias,130.06875,33.354167
bias,130.08125,33.404167
bias,130.39375,33.3875
bias,130.44375,33.3875
bias,130.44375,33.3875
bias,130.44375,33.4125
bias,130.80625,33.370833
bias,130.00625,33.445833
bias,130.00625,33.445833
bias,130.00625,33.445833
bias,130.00625,33.445833
bias,130.00625,33.445833
bias,130.00625,33.445833
bias,130.00625,33.445833
bias,130.01875,33.445833
bias,130.10625,33.4625
bias,130.09375,33.470833
bias,130.18125,33.4625
bias,130.35625,33.429167
bias,130.36875,33.429167
bias,130.36875,33.4375
bias,130.36875,33.4375
bias,130.36875,33.4375
bias,130.25625,33.470833
bias,130.43125,33.4375
bias,130.73125,33.479167
bias,130.79375,33.429167
bias,130.84375,33.4625
bias,130.76875,33.479167
bias,130.90625,33.4625
bias,130.91875,33.470833
bias,130.93125,33.470833
bias,130.93125,33.470833
bias,130.91875,33.479167
bias,130.93125,33.479167
bias,130.93125,33.479167
bias,130.93125,33.479167
bias,130.93125,33.479167
bias,130.93125,33.479167
bias,130.94375,33.479167
bias,130.94375,33.479167
bias,130.94375,33.479167
bias,130.94375,33.4875
bias,130.05625,33.5625
bias,130.36875,33.5125
bias,130.46875,33.520833
bias,130.39375,33.554167
bias,130.39375,33.570833
bias,130.56875,33.5375
bias,130.56875,33.5375
bias,130.58125,33.554167
bias,130.56875,33.579167
bias,130.75625,33.545833
bias,130.99375,33.504167
bias,130.98125,33.5125
bias,130.99375,33.5125
bias,130.99375,33.5125
bias,130.99375,33.5125
bias,130.10625,33.595833
bias,130.13125,33.5875
bias,130.13125,33.5875
bias,130.14375,33.5875
bias,130.16875,33.629167
bias,130.20625,33.6625
bias,130.30625,33.620833
