"londd","latdd"
19.2771734518568,-32.7319422345143
20.6012494346173,-33.479812985966
20.6780957932965,-33.50001883021
19.376821660894,-33.9634151723105
19.877146283728,-33.6141533858357
19.9695169598675,-33.5826525287031
19.9525729977041,-33.619435562253
19.9447351150336,-33.641187662202
19.7413501178223,-33.270043063837
19.7717647525538,-33.2910247988255
19.7881799234674,-33.2801415928538
19.7470374948838,-33.3145845871735
19.2475618968691,-32.7596521837227
19.2723366844776,-32.7005230045422
19.2068598000659,-32.7425994154774
19.1634204378399,-33.6160509800306
19.0909760240215,-33.6349014200373
19.1357336232812,-33.5660147297447
19.5788296620791,-33.9570387556851
19.2524208518752,-33.2633373375665
19.31531649255,-33.2998181549487
20.6876600795127,-33.2273685411979
20.7317672039048,-33.2839485791074
20.7530569744631,-33.2235565822582
20.7442228809428,-33.2845972041142
20.6304766616169,-33.5009536852036
20.6957098481217,-33.4334212992619
20.5676499396824,-33.3011284284806
20.57182726161,-33.2531374488147
20.6399839502779,-33.2946402250976
20.5632031536474,-33.2598386093779
20.6035487871394,-33.2951406055251
20.6047879666601,-33.260637739541
20.7069869456124,-33.4697633288418
20.6834337141412,-33.4271713403481
22.1043443319453,-33.2499101150036
22.1207556412825,-33.2942891549729
22.1431216629576,-33.2589584606821
22.0815624087109,-33.348008986584
22.9656319084466,-33.5892935750429
23.0044594770447,-33.6027972427058
22.9298951578169,-33.5220630957057
22.9477322842684,-33.5612157473806
22.976861209008,-33.5748948725425
22.8625666248734,-33.5483851114856
22.9012545986921,-33.6037774290274
22.9223177549328,-33.5444800195424
22.9732058811941,-33.6072645641118
22.9040729050376,-33.5230174579676
23.0436505929613,-33.6123215291816
23.0491750014769,-33.6334636274297
22.7840042800047,-33.5927429276965
22.825049804586,-33.6073487511482
22.7795049962933,-33.6471220485513
22.8174261895577,-33.6166497038025
22.8057765057925,-33.6452059727674
22.844849838486,-33.6287017636047
22.8348798227199,-33.5561345653767
22.811545465622,-33.6447162727872
22.7949039050694,-33.6404271157775
22.8459287541778,-33.5471191437896
22.8283572424968,-33.6001152903306
22.7701437127377,-33.5498007700741
22.7666660528873,-33.6035352205829
22.8362121342336,-33.601874915747
22.8079953416408,-33.6200587596138
22.7961048394851,-33.6425975551987
22.8407519634673,-33.5833827118167
21.1708818185516,-33.3655857532183
21.1050807804354,-33.3341407789215
21.1854265540391,-33.4016922125519
21.1815191322127,-33.3476439975762
21.1904875989184,-33.3529913728461
21.2022823634641,-33.4042436983464
21.1129515199736,-33.3817054533781
21.1199217572212,-33.4038578722533
21.1245549731813,-33.3477059834768
21.1237451588893,-33.3691012536789
21.1340939591619,-33.3764862182253
21.1447883411506,-33.3622836351572
21.1485170918404,-33.4260892390274
20.0700064341845,-33.1483780037956
20.0860930757495,-33.1497808259065
19.2339646941488,-33.8132541354354
20.6786139341705,-33.503266060955
20.5958323138253,-33.5238695976314
20.6767843047856,-33.4938742981656
20.4692612345032,-33.2723977245065
20.5000955687668,-33.2810189755717
24.1285230131038,-33.055085223957
24.1106944966838,-33.0379976429716
24.0978449801765,-33.0717807287332
24.066779906853,-33.028185183948
19.3701922664028,-32.6357974737547
19.3745865910211,-32.6045762247992
19.3553745022202,-32.5537021921017
19.3150065864836,-32.6215985158077
19.3444959203545,-32.6070803204989
19.2863021874307,-32.5801883506905
19.2443626530572,-32.346276594977
19.2649937980669,-32.3757743989061
20.6046832701946,-33.223469901978
20.5668799434266,-33.1881095518042
20.6215336172088,-33.2044951023124
20.5434777180525,-33.1859999743606
20.6266731408854,-33.1992973994856
20.6051553751715,-33.2132027026182
20.640205345639,-33.2708878302499
20.5752814263674,-33.2297392772576
20.6648813388403,-33.2196431912649
21.4425662446022,-33.2998059748085
21.5391369028958,-33.3249447453413
19.2062194548202,-33.507942634549
19.2218854764196,-32.3366460773358
19.255098261387,-32.4015932498454
19.2635285285934,-32.3095523352614
19.1857285248776,-32.3020299931922
19.2417899980637,-32.2998671157872
19.221031075797,-32.3831262405292
19.2520117816431,-32.3242346663922
19.1849040840455,-32.3111684900838
19.188299675867,-32.3795818429495
19.2069806940705,-32.3429860941422
19.2544668070384,-32.2833279153742
19.2117632383155,-32.2857615376758
19.2038849721244,-32.297930146601
19.2219108483745,-32.2824361796343
19.1907032845476,-32.3479255255442
19.1764143832559,-32.3300757702039
19.1911488509598,-32.3044693912658
19.2368969651674,-32.3680634518239
19.1485488508064,-32.3379821205921
19.1726486261943,-32.293591021549
19.1606152769607,-32.3048326117182
19.2324675909569,-32.3326351986761
19.2035537360505,-32.3230895499001
19.2375894538089,-32.3544423099961
19.2628050658601,-32.3614985177181
19.2567262552743,-32.4895630609262
19.6964874678134,-33.1716171533876
19.6076056576491,-33.1073260825555
19.6211339749778,-33.1210505416542
19.6642430561194,-33.1608640104755
19.5940458572768,-33.1294794821367
19.6777292468968,-33.1862461057176
19.648470018492,-33.1388280196804
19.6612095603849,-33.1709035639372
19.6212380293812,-33.1621087619568
19.6743730202765,-33.1921422496884
19.6522734153299,-33.1715253898054
19.6998082710645,-33.1978712930502
19.7017393144295,-33.1154262267072
19.6563680170047,-33.0148250944466
19.7624384037135,-33.4523066825131
18.8263601296245,-33.8501862335297
19.9559842082635,-33.193877817207
19.9047929806785,-33.181736973727
19.9622209288246,-33.2295328804543
19.9093987371615,-33.2076542170699
19.8497104398719,-33.2414160797317
19.9135991030373,-33.7070083210766
19.9638530744185,-33.6457547360053
19.849190481389,-33.6827357213116
19.8708800530098,-33.6381247154037
19.8889068293403,-33.687652323015
19.7120372058516,-33.5146582982299
19.6986528318907,-33.5448384833327
19.7232234569965,-33.5197771000807
19.7267370760859,-33.5364808658893
22.4979234774607,-33.7990388841247
19.1606275191391,-32.9783737377004
19.6834551321333,-33.5382206271794
19.7384393146,-33.5482698408254
22.7596281176469,-33.3970309868018
22.7013971891348,-33.377574234481
22.7294922665787,-33.3317308379347
22.7346468058639,-33.4219282168224
22.7204208587269,-33.3696216094858
22.6979745102022,-33.3263397923848
22.7149304480432,-33.3623232901889
19.4076185915731,-32.7058056974588
19.3884902721904,-32.6962397181206
19.415674186823,-32.7317021376854
19.3854603276914,-32.7606275151278
19.4133038314767,-32.6906120628807
19.4300751432916,-32.6923034070823
19.4621914333412,-32.6616395456231
19.3984557252499,-32.6642726081638
19.4170672934446,-32.6382625331897
19.4325943003037,-32.6663066785149
19.4997192519177,-33.1729678834453
19.9362083348166,-33.6958046483387
19.4751772968546,-33.1980192603115
19.5145545140346,-33.2539414786184
19.5567452418507,-33.1896827289285
19.4860336310091,-33.2179010568103
19.5414830313129,-33.212183206997
19.5268264356321,-33.1585399915996
19.5650747816106,-33.2144343622699
19.5191935092042,-33.2083555501374
19.5309901375342,-33.227257905609
19.5124127377459,-33.249610421854
19.5111155515835,-33.2171162437461
19.5786170388264,-33.1848719672338
19.2895263249138,-32.5364199041194
23.5132050898728,-33.1366546554194
23.4759863705878,-33.199083079137
23.4481620384828,-33.2268467946778
23.756007101763,-33.0460256641154
23.7998389118332,-32.9858150927889
23.7709815351107,-33.0567250764454
23.728633957198,-33.0383437551595
23.8177669838443,-32.9651792402007
23.8030812937729,-33.0013995446619
